id	question	question_concept	choices	answerKey
206c7116ee2246180fcc0c5a1d0e7205	Where are you likely to receive mouthwash in a little paper cup?	mouthwash	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bottle', 'drug store', ""dentist's office"", 'doctor office',
       'bathroom'], dtype=object)}"	C
b2a8b49f574a9b757f10b7566ecfe719	Where might someone need a small table?	table	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'demonstration', 'apartment', 'corner',
       'furniture store'], dtype=object)}"	C
707ae17a57bdbea4d0a30b2523440d30	Where is the flu likely to result in illness?	illness	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stomach', 'airplane', 'elderly person', 'body', 'hospital'],
      dtype=object)}"	A
31c79fd3acd654d19ee73321a444056a	The little girl smiled and pointed out the big what?	smile	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cry', 'rainbow', 'happy', 'make others happy too', 'frown'],
      dtype=object)}"	B
e3286184b4062ed0bfa872e208ad722b	He lit another candle in the Menorah, everybody at the what watched?	candle	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mosque', 'birthday cake', 'synagogue', 'dimly lit room',
       'bedroom'], dtype=object)}"	C
479fc43d6723bb987d2dfa91ace2cee0	Why would someone be playing basketball?	playing basketball	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['crazy', 'sweating', 'pain', 'having fun', 'knee injury'],
      dtype=object)}"	D
af3f125579986002e945d142ba5d5b9f	What could have millions of revolving door?	revolving door	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['earth', 'department store', 'new york', 'mall', 'bank'],
      dtype=object)}"	C
ee7f4928726744e3ed74d90b4c892c08	A business on the 110th floor is in what kind of structure?	business	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['skyscraper', 'big city', 'park', 'nonprofit', 'office building'],
      dtype=object)}"	A
003296afbc718c2da8fc7c808e917ff2	Bald eagles can be spotted more often in the northern versus the southern reaches of what range?	bald eagle	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['on the moon', 'rocky mountains', 'chemotherapy', 'utah',
       'british columbia'], dtype=object)}"	B
f889acfc9ff4a6611f765790aa217b47	What is a type of hill?	hill	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mountain', 'flat land', 'pool', 'valley', 'flat ground'],
      dtype=object)}"	A
41739f07cb656ac66d99023d0ee09582	What  is likely to happen to ice in the sun?	ice	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cool water', 'cool drink', 'cool off', 'nothing', 'become water'],
      dtype=object)}"	E
0ea8a47798476fb19c14a9a86fd66885	Where do executives sit on the top floor?	top floor	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['chair', 'office building', 'apartment building', 'tall building',
       'apartment highrise'], dtype=object)}"	B
7aa5182215c3dc9103f97b3ad3243457	When people social at a bar, the bartender will often do what to the cocktails they serve?	socialize	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['meet people', 'have friends', 'mix', 'with people', 'see people'],
      dtype=object)}"	C
073789ca6dae04d70f4f1ee4394436c1	Where is likely a safe place to keep money?	money	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pocket', 'casino', 'supermarket', 'on the ground',
       'cash register'], dtype=object)}"	E
80a490b990d1c24d309aee4cfbf986ea	What is a sheep called during its first year of life?	sheep	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['baby', 'ram', 'wolf', 'done', 'lamb'], dtype=object)}	E
6b91da7a47c183c6cb9d5048d564276a	What happens to people, including their stomach, if they do not eat enough food?	people	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['appear beautiful', 'jump ahead', 'suffering pain',
       'talk to each other', 'free slaves'], dtype=object)}"	C
898bebf3e5d85f5fb36aa1ff20e89f64	When you tie a bow, how is it tied?	fast	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['light', 'lightly', 'loosely', 'slowly', 'correct'], dtype=object)}	C
51cd47fcb3c5ef954f11654d29235146	What is likely to be a heat source in a log cabin?	heat source	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fire', 'house', 'home', 'bedroom', 'sun'], dtype=object)}	A
7bb0ba4bd0ad009da4e9cd1edb4fa5b7	He always wanted a man cave, but with the sofa bed it doubled as a guest room down in the what?	sofa bed	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['basement', 'guest room', 'treehouse', 'living room',
       'horseradish'], dtype=object)}"	A
09cb3c74f6226f1c6cb6655aa6541750	What do athletes do?	athletes	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['play sports', 'need to rest', 'walk fast', 'take steroids',
       'bicycle forever'], dtype=object)}"	A
d50e11167681d9a7b29da022f7755999	Where would you grab an object contained by a doorway?	knob	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['television', 'control panel', 'opening doors', 'doorknob',
       'doorway'], dtype=object)}"	E
fd9adc8e04246f5fc75a71563a834fbb	Studying requires using multiple sources to do what that allows you to complete the project?	studying	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gathering information', 'understanding', 'feeling ill',
       'knowing more', 'headaches'], dtype=object)}"	A
65a260e7b8686c88b83c9bd32b45d974	When people own restaurants, what are they doing?	people	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['own objects', 'mowing lawns', 'tell truth', 'believe in god',
       'selling food'], dtype=object)}"	E
a1a76e78b3c8fcae33e66cc259470a53	Where would you see a conductor and performers singing in German?	conductor	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['subway', 'listen to music', 'orchestra', 'broadway', 'opera'],
      dtype=object)}"	E
7c36956a51ad842a7ac6402a8c9914f1	Her and her harp took center stage, it would be her first performance where?	harp	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['composing music', 'irish bar', 'beat pluse', 'concert hall',
       'music shop'], dtype=object)}"	D
1b4e417a1184123f15e5d198a65dff23	Running is a great workout, it really works up a what?	running	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exercise', 'dehydration', 'breathing hard', 'sweat',
       'trip and fall'], dtype=object)}"	D
360735619fabff006efe0ee574d6f011	Birds are animals that do a lot of what?	animals	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get cold', 'move', 'train', 'reproduce asexually', 'travel'],
      dtype=object)}"	E
661b4c18f74b741f0883b76e8301ba59	Why do you need faith in religion?	religion	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['unknowable', 'confusing', 'wars', 'both positive and negative',
       'afterlife'], dtype=object)}"	A
3afa467e50c6dbc833fad714efc5cf4e	This is probably too shallow for a canoe.  What is this?	canoe	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['water', 'campground', 'mountain stream', 'broken water drain',
       'boat house'], dtype=object)}"	C
7dc95daa5daa899ba0817d4cee09d313	The tickets were supposed to arrive by 1AM, but Sally had been standing in queue for the concert since midnight and it was now 2AM and the line hadn't moved.  Why was this?	standing in queue	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['delays', 'frustration', 'sprinting', 'moving forward',
       'being annoyed'], dtype=object)}"	A
8994e1a230367c69c3c9ffdb3ef63971_1	She was famous for her needlepoint, this one was going to be round so she grabbed her round wooden what?	needlepoint	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['livingroom', 'artscraft store', 'sewing', 'frame', 'artefact'],
      dtype=object)}"	D
6ed0069a91cb39b0846c0a0ab645ec99	He had to climb a ladder and get through a lot of dust to find the family photos up where?	dust	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clouds', 'attic', 'ground', 'fridge', 'television'], dtype=object)}	B
b2c0e50c4dbe34ecf8134d9971d4f4d4	Having lunch seemed like the logically thing to do, this was because he was feeling what?	having lunch	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['good mood', 'hunger', 'food', 'eating', 'anger'], dtype=object)}	B
de22af396d2a34b1aa5b3e8171e42577	What form of alcohol is made from grapes?	alcohol	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wine', 'plane', 'beer', 'distillery', 'cider'], dtype=object)}	A
118d67944bd70a4a1bca3f97cb15ae45	Where would you be able to hear a bassoon played in a very pleasing fashion?	bassoon	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['make music', 'orchestra', 'high school band', 'symphony',
       'cricket stadium'], dtype=object)}"	B
afaeda3da1a3a4ea1979e92e5707eda0	Randy was not doing housework.   His wife was raising two children, and this only increased her workload. It put her under a lot of stress.  What might this lead to?	doing housework	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['asthma', 'more', 'boredom', 'headache', 'arguments'], dtype=object)}	E
5206fd60e55009dd077c471540d448cd	Where is someone likely to purchase a double edged razor?	double edged razor	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shower', 'pharmacist', 'chemist', 'drug store', 'shaving kit'],
      dtype=object)}"	D
fecefbe07b5fef231bc47c46eb8d8837	If you spend most of your time resting you may be what?	resting	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['laziness', 'relaxation', 'doing nothing', 'falling asleep',
       'well rested'], dtype=object)}"	A
a8f910eb3c1dbbaead2526dd7ca9f618	where do you go to see most statues?	statue	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['large city', 'church', 'amusement park', 'new york city',
       'museum'], dtype=object)}"	E
2a76f439366b169f5cba2040ab82316e	What does someone say when they tell you to go to sleep?	go to sleep	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['start slowing down', 'get up early', 'rest up', 'dream',
       'wake up'], dtype=object)}"	C
6cf744e203c3b3270046cffb2bf57c4e	He won a prize for hitting bottle, he had very good what?	hitting bottle	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['buying beer', 'alcoholism', 'spirit', 'table', 'aim'],
      dtype=object)}"	E
085f83514b5d91b55769b1700f012131	Where would art books likely to be found on a shelf or two?	shelf	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cabinet', 'school building', 'cupboard', 'bedroom', 'museum'],
      dtype=object)}"	B
1ce405af4fe06f1692a8a95191ba3438	Billy put the product on display.  He thought that he was a great attraction that would bring people where?	product	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ship on schedule', 'demonstration', 'draw attention to itself',
       'store', 'shelf'], dtype=object)}"	D
9bf797cb7fef35dc4eff06727f539748	If it isn't on the ground where is a lizard likely to be found?	lizard	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['undergrowth', 'tree trunk', 'swimming pool', 'dessert',
       'front porch'], dtype=object)}"	B
26a419844cf038a1012b04d88485878a	What is learning about the world and good in it likely to cause?	learning about world	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['suicidal thoughts', 'confusion', 'anger', 'loss of innocence',
       'pleasure'], dtype=object)}"	E
1947b0f1b186cb54a0e043d801f01019	Where would you put condiments to stop them from combining with other condiments?	condiments	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cup', 'refrigerator', 'table', 'pantry', 'container'],
      dtype=object)}"	E
45057723c0ff4b4b1b1149003a64b7c7	What is ti called when people at work get together to exchange information?	information	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['online', 'internet', 'break', 'meeting', 'manual'], dtype=object)}	D
450918ea70f92bcff2cd7a24271025bd	Where did many municipalities have their cemetery?	cemetery	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['churchyard', 'personal homes', 'most cities', 'populated area',
       'field'], dtype=object)}"	A
fc7c6c6e8d81533b74293632205f602b	How are people typically positioned in an interview?	people	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['facing each other', 'round-table', 'gather together', 'get angry',
       'believe in god'], dtype=object)}"	A
4e363598199700a8d62e8f0947b87871	What can you store silicone in?	silicone	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['artificial breasts', 'tube', 'bag', 'hardware store',
       'contact lens'], dtype=object)}"	B
6914d9e7f7ab5389cdcfcaad317058b2	Recording somethign on an old answering machine required you to put what inside of it?	recording somethign	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have recording device', 'disket', 'recorder', 'spell checker',
       'tape'], dtype=object)}"	E
de22519092636566100fe57878fb159f	At the casino I end up playing cards, what is a reason I would do this?	playing cards	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['having fun', 'win money', 'break even', 'wasting time',
       'losing money'], dtype=object)}"	B
d37b0c41f083124bf70c80a6c321f2e6	What is likely to be the feeling of someone who does not feel they have been empowered?	empower	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dishearten', 'forbid', 'give up', 'prohibit', 'ban'], dtype=object)}	A
ca2328a4021800b7edf6d9fb45222c87	If you hit a person with a stick, it is likely that they will do what?	person	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['own object', 'suffer pain', 'hit you back', 'turn blue',
       'thank god'], dtype=object)}"	B
29c03f7753025ff7a04816ccdcc6e3c4	A human wants to go shopping in a dense urban area.  Where might be a good place for a person to go shopping?	human	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['detroit', 'elevator', 'workplace', 'downtown', 'mall'],
      dtype=object)}"	D
f3f63db65a5a98539f5bc604e01a74ba	Sarah was contemplating her fate.  She didn't  know what Dane had planned for her, but she knew that when something happened she couldn't do what?	contemplating	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new insights', 'hesitation', 'action', 'enlightenment', 'speak'],
      dtype=object)}"	B
38a30c64be4a716f5d74dc6c99e26cdb	Why do some people quit work and go back to school for?	people	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['face problems', 'better themselves', 'become disillusioned',
       'knowledge', 'talk to each other'], dtype=object)}"	B
35a06b4b2c6b13786c5c668d91fc13db	Josh loved to learn.  Because of that, his mother put in effort to do what to him?	learn	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['teach', 'order chinese takaway', 'remember information', 'quit',
       'forget'], dtype=object)}"	A
ea112d5d5d7c4e4a98b01cd246bf42e4	James was a stranger to them, but to me he was what?	stranger	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['friend', 'family', 'park', 'known person', 'yellow'], dtype=object)}	A
b743d4dc62cfc3678786d028585f7f89	What does an animal do when it becomes old?	animal	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['live long', 'leave home', 'feel pain', 'eating',
       'sense fear in human'], dtype=object)}"	C
bee939be3ede0044ccf9e1e19abf7a6f	What would easily hide a snake?	snake	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['living room of a house', 'kew gardens', 'terrarium',
       'thick forest', 'tropical forest'], dtype=object)}"	D
3df51000f8f01626c7ea8c147e80e51b	She was always falling on the ice in comical ways,  what was she growing sick of?	falling	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hair pulling', 'being laughed at', 'contact with', 'lacerations',
       'injury'], dtype=object)}"	B
345ef4284fe26344721d67e157ef7255	Lighting a match in a dark tunnel is most likely for what?	lighting match	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['starting fire', 'illumination', 'heat', 'make fire',
       'frustration'], dtype=object)}"	B
02ea8722df943a420c1675ef1564e8ab	I have a lot of money and a need to visit a desert, where is my likely destination?	money	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bank account', 'race track', 'casino', 'supermarket', 'art show'],
      dtype=object)}"	C
8396eb909a3555877631d19506b5f696	A person is cold, how can the fire help them.	fire	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['provide comfort', 'hurt people', 'warm room', 'warm hands',
       'emit heat'], dtype=object)}"	D
468e756e097fe97b3ddd6211fb8b12d0	The matter in side a can of soda is in what state?	can of soda	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['vending machine', 'pop', 'store', 'liquid', 'picnic cooler'],
      dtype=object)}"	D
ff33db8d72877624bb3e35fefb552901	Lawyers often lease where?	lawyers	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['courtroom', 'sign documents', 'apartments', 'work',
       'office building'], dtype=object)}"	E
be789b64482ebca0e446e5fe41377d19	An employer would prefer your planning vacation take place during what?	planning vacation	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['organization', 'free time', 'imagination', 'meetings', 'money'],
      dtype=object)}"	B
0c13fcf21ddecfe21e8f1b6156d9755f	John wanted to clean the mold out of his house.  Where might he check for mold?	mold	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jello', 'carpet', 'fridge', 'refrigerator', 'cellar'],
      dtype=object)}"	E
2d17276aa72d191e80f8a24a8da09d21	They were having an affair. They didn't really care that it would harm his wife.  All they  cared about was their what?	affair	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['marriage', 'scandal', 'love', 'relationship', 'fidelity'],
      dtype=object)}"	D
f8bdfd7151d46484b8c62a94405eb886	James didn't know what drugs he did.  They were being passed around and he just took one.  It was the last time he would go to such a wild what?	drugs	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['school', 'doctor', 'concert', 'university', 'show'], dtype=object)}	C
5dcb47e75ebe44bd7efb2fd9b9403021	What kind of heart test might you have while having a check up?	having checkup	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['anxiety', 'stress', 'trouble', 'uncertainty', 'a bug bite'],
      dtype=object)}"	B
df00ffb3ebb9c6e29d561c13f18e84d8	The man enjoyed sitting quietly by himself, he felt it helped him come up with his best what about things?	sitting quietly	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['anxiety', 'happiness', 'insights', 'inspiration', 'wisdom'],
      dtype=object)}"	C
ad642aeabc831e17c10f66b2b79b0692	Studying is the most effective what to get what?	studying	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['increasing knowledge', 'money', 'higher intelligence',
       'better grades', 'inspiration'], dtype=object)}"	D
bc2e7c583ae1b76c90f4daa74f85e0f3	What is a portable light source called?	light source	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['books', 'flashlight', 'house', 'falling down', 'hallway'],
      dtype=object)}"	B
766e8cc24cccaff1fa678d2b16fb82f0	She had an alacrity for anything life threw her way, but when it came to relationships she had some what?	alacrity	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reluctance', 'hesitance', 'indifference', 'disinclination',
       'apathy'], dtype=object)}"	A
3745ad5acdd4ae44d5b385f4e3fb92ac	You need a sharp blade to cut through a piece of?	blade	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['chuck', 'lawn mower', 'knife', 'sword', 'spatula'], dtype=object)}	A
9a1680ddedbbbace5281ab89a7031545	How should a person's health improve after getting in shape?	getting in shape	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feeling better', 'feel stronger', 'feel depressed', 'pain',
       'look better'], dtype=object)}"	A
261dac3ab57cc8ee0eac52b87aa2acbd	Teddy liked learning languages.  He helped him with what?	learning language	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['problems', 'frustration', 'confidence', 'better communication',
       'sadness'], dtype=object)}"	D
1195bd0c3980e52642d7bf0044ae7999	A person might have their right-hand man, they could also be referred to as what digit?	person	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wellness', 'number 1', 'own home', 'headache', '100'],
      dtype=object)}"	B
2630870837e16a36269dbb6ff87d42c2	What is a wonderful place to get a cat?	cat	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['comfortable chair', 'humane society', 'walmart', 'floor',
       'window sill'], dtype=object)}"	B
65050c40d9f4273d9b5b91662b91c0c8	What is the worst result of smoking?	smoking	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['looking cool', 'lung disease', 'bad breath', 'pleasure', 'death'],
      dtype=object)}"	E
dcc3479a765c81bc551bc2601d7c1ad4_1	The non slip mat was designed to be soft and collect water, there were two of them in the what?	mat	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dust', 'store', 'school', 'living room', 'bathroom'], dtype=object)}	E
d3d94c6a27a16683334c181aac80e6e4	Where will you find more than one door?	door	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wall', 'hardware store', 'apartment', 'building', 'office'],
      dtype=object)}"	C
af9fde4fd159c87d5b6aaaad34b42b15	Seeing old things made him what to explore more, it made him very what?	seeing old things	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['painful memories', 'new memories', 'reverence', 'remind',
       'curiosity'], dtype=object)}"	E
41dfc69ea81b7e7ab1cceb690a12b6b0	The ficus tree isn't native to the state of actors and surfers but you can find them where?	ficus	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['front yard', 'california', 'farm', 'conservatory',
       'tropical forest'], dtype=object)}"	B
b1d99784756975743af2dad1e5a92da6	When love is not reciprocated, what are the feelings that are involved?	love	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['deaths', 'pain and suffering', 'having sex', 'happiness',
       'bring joy'], dtype=object)}"	B
d8aac7ab44748d286510082fc6a5c85d	Where are people usually most comfortable?	people	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['spend time', 'taking bath', 'own land', 'own home',
       'talk to each other'], dtype=object)}"	D
0fda423fd264608dfc82cd3445a91685	If you're telling many people about tasks you perform you have what?	telling many people about	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bragging', 'accomplish', 'annoyance', 'religion', 'learn about'],
      dtype=object)}"	B
b0e26c32151c88d0d54d001770051aca	Billy owned the finest clothing store in the midwest.  Where might Billy live?	clothing store	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['strip mall', 'heaven', 'ohio', 'city or town', 'shopping mall'],
      dtype=object)}"	C
30ba4aacbd52c33a50a6bbbd57d88864	The water was transferred with the fish in it, where did the fish end up?	water	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['grass', 'sewage treatment plant', 'fish tank', 'reflecting pool',
       'surface of earth'], dtype=object)}"	C
e059cefac59cb36ae8d931d48a2afe29	Where would you put some pennies that you plan to use soon?	pennies	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pocket', 'jar', 'water fountain', 'drawer', 'trunk'], dtype=object)}	A
4fa06aac61c1cf6c8392c2ff011b3eaa	What are cats that have found sunlight likely to do?	cats	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['falling down', 'drink water', 'lie down', 'need food', 'eat meat'],
      dtype=object)}"	C
8942a79ebe66c3b26769c90f14ee1e92	Where does someone convicted of a petty crime likely spend time?	drug dealer	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sell drugs', 'jail', 'nightclub', 'prison', 'offer drugs'],
      dtype=object)}"	B
865655c48dd25dc06376111727b16c2e	The person worked hard and achieved his goals and got to feel what?	person	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['headache', 'disappointed', 'celebrated', 'simplicity',
       'fulfilled'], dtype=object)}"	E
eddd2e7314af17c1a4547c858949d6e4	When someone is watching a film that is a documentary, what are they hoping to gain?	watching film	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['like', 'insight', 'fear', 'being entertained', 'awareness'],
      dtype=object)}"	B
0377a66314c0e9c7156e009182d111b0	If geese are invading a secure installation from where will they be spotted first?	geese	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fly', 'group together', 'guard house', 'ground',
       'follow ultralight airplane'], dtype=object)}"	C
d140322d89f894f11d96fde926e3cb71	Where do you keep a credit card?	credit card	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['purse', 'envelope', 'resturant', 'wakket', 'wallet'], dtype=object)}	E
56d28b341974d48dc6a052b1b3a8f31a	After being shipwrecked, Robinson relied on the huge tree to do what?	tree	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['falling down', 'provide shelter', 'bud', 'produce fruit',
       'back yard'], dtype=object)}"	B
61534b7803e95da0226e4344f5a68c7e	Lance was a hothead, but he was getting better.  He removed himself from the situation and spent some time cooling off.  He didn't need what?	cooling off	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['expansion', 'relaxation', 'soap', 'revenge', 'loss of heat'],
      dtype=object)}"	D
5cb3b9eb61816a66845e4d38f33ce49a	His outward demeanor was one of appearing lazy, but his imagination was what?	lazy	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['laze', 'hard work', 'productive', 'lazybutt', 'active'],
      dtype=object)}"	E
fa6f17c78577d3d3bc4c9281f52582d6	Where can humans have a cup of coffee or a sandwich?	humans	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['movies', 'idaho', 'university', 'cafe', 'universe'], dtype=object)}	D
da0b6b6e82e9d6a569ef6cd823889b5f	He always had an excuse for why he didn't eat more vegetables, he claimed with baked potatoes he didn't know how to what them?	eat vegetables	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['prepare', 'clean', 'wash', 'grow', 'open mouth'], dtype=object)}	A
57135cf3b579a646ba0238178cfda2c9	If a city has a courthouse, what is it considered a government seat of?	city	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['county', 'germany', 'united states', 'fast food restaurant',
       'a shopping center'], dtype=object)}"	A
7e3fb5e3dcdcce0dc652a28437d7ea45	What are plants made out of?	plants	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['millions of cells', 'flowers on', 'leaves to gather light',
       'roots', 'stems'], dtype=object)}"	A
315223fdc740cf7fc5c2fd66a00de544	Where would you be unlikely to find bugs?	bugs	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['roof', 'field', 'meadow', 'garden', 'garbage can'], dtype=object)}	A
ad3be25f8ed126fd97a92198e9ae4523	The bird flies up in what?	bird	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sky', 'mountain', 'forest', 'nest', 'roof'], dtype=object)}	A
08318ff36ab44e93d5aa53156113f4ab	If you're skiing without warm clothes you're likely to experience what?	skiing	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get cold', 'getting cold', 'fall down', 'accident', 'hunger'],
      dtype=object)}"	B
